Issuance Date,Sustainable Development Goals,Vintage Start,Vintage End,ID,Name,Country/Area,Project Type,Methodology,Total Vintage Quantity,Quantity Issued,Serial Number,Additional Certifications,Retirement/Cancellation Date,Retirement Beneficiary,Retirement Reason,Retirement Details
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",13,2646-115066177-115066189-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-02-27,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",4,2646-115066190-115066193-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-03-12,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",22,2646-115066323-115066344-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-03-11,,Environmental Benefit,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","1,000",2646-115067323-115068322-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-11-12,,NCOS Programme,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",598,2646-115066345-115066942-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-06-07,,Environmental Benefit,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",49,2646-115066274-115066322-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-03-12,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",29,2646-115066194-115066222-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-04-14,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",18,2646-115068323-115068340-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-04-14,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",75,2646-115062966-115063040-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-04-22,,Environmental Benefit,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",200,2646-115069623-115069822-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-11-04,,NCOS Programme,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","1,000",2646-115068341-115069340-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-04-23,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",402,2646-115063041-115063442-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-06-07,,Environmental Benefit,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",43,2646-115069341-115069383-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-05-13,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",47,2646-115069384-115069430-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-06-09,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",201,2646-115065304-115065504-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-06-04,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",5,2646-115065505-115065509-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-07-03,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",145,2646-115066943-115067087-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-06-07,,Environmental Benefit,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",142,2646-115067088-115067229-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-07-13,,Environmental Benefit,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",9,2646-115069431-115069439-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-07-10,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",200,2646-115065510-115065709-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-07-09,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",129,2646-115065710-115065838-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-09-23,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",61,2646-115069440-115069500-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-08-12,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",12,2646-115067230-115067241-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-08-06,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",5,2646-115067242-115067246-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-03-23,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",33,2646-115069501-115069533-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-09-10,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",62,2646-115069534-115069595-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-10-09,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",5,2646-115065839-115065843-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-12-08,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",27,2646-115069596-115069622-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-11-18,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",95,2646-115069823-115069917-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-12-27,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",4,2646-115062719-115062722-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-02-09,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",99,2646-115065844-115065942-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-12-27,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","1,582",2646-115070017-115071598-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-03-24,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",45,2646-115069918-115069962-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-06-12,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",44,2646-115067247-115067290-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-10-27,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",106,2646-115073517-115073622-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-07-07,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","1,300",2646-115071599-115072898-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-05-06,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",618,2646-115072899-115073516-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-10-07,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",206,2646-115199227-115199432-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-11-05,,Other,Retired against FY15 emissions
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",173,2646-115112423-115112595-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-11-05,,Other,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",54,2646-115069963-115070016-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-06-25,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",150,2646-115073623-115073772-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-08-24,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",248,2646-115073773-115074020-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-09-04,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",173,2646-115074021-115074193-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-09-23,,NCOS Programme,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",450,2646-115079401-115079850-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-10-07,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",100,2646-115074194-115074293-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-12-07,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",20,2646-115067291-115067310-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-01-27,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",100,2646-115112596-115112695-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-10-27,,NCOS Programme,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",33,2646-115112696-115112728-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-12-08,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",957,2646-115074294-115075250-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-10-27,,NCOS Programme,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",850,2646-115113696-115114545-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-01-06,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",33,2646-115112729-115112761-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-12-09,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",7,2646-115112762-115112768-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-01-14,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",300,2646-115114696-115114995-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-02-15,,NCOS Programme,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",7,2646-115114546-115114552-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-01-14,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",32,2646-115112769-115112800-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-03-06,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",143,2646-115114553-115114695-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-06-15,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",2,2646-115067311-115067312-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-08-10,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",210,2646-115114996-115115205-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-04-06,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",15,2646-115112801-115112815-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-04-11,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",200,2646-115115206-115115405-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-01-18,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",7,2646-115112816-115112822-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-05-06,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",87,2646-115112823-115112909-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-06-15,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",224,2646-115112910-115113133-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-06-24,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",196,2646-115113134-115113329-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-09-23,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",210,2646-115175863-115176072-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-07-15,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",210,2646-115176073-115176282-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-07-15,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",106,2646-115176283-115176388-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-07-15,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",14,2646-115176389-115176402-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-08-28,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",5,2646-115067313-115067317-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-12-13,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",34,2646-115176403-115176436-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-10-18,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",87,2646-115113330-115113416-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-12-06,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","4,000",2646-115075251-115079250-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-11-30,,Retirement for Person or Organization,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",150,2646-115079251-115079400-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-01-19,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",87,2646-115113417-115113503-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-12-06,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",37,2646-115113504-115113540-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-12-07,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",5,2646-115113541-115113545-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-02-14,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",225,2646-115115606-115115830-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-11-26,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",200,2646-115115406-115115605-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-01-19,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",66,2646-115113546-115113611-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-02-24,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",25,2646-115113612-115113636-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-02-27,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",59,2646-115113637-115113695-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-03-15,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","1,250",2646-115178298-115179547-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-03-15,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",345,2646-115179548-115179892-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-06-14,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",16,2646-115179893-115179908-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-07-24,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",34,2646-115179909-115179942-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-07-30,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",15,2646-115179943-115179957-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-08-17,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",15,2646-115179958-115179972-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-08-17,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",330,2646-115179973-115180302-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-10-08,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",15,2646-115180303-115180317-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-11-16,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",8,2646-115176437-115176444-VCU-016-MER-AU-14-641-01072011-15042012-0,,2018-03-26,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",265,2646-115115831-115116095-VCU-016-MER-AU-14-641-01072011-15042012-0,,2018-06-29,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",38,2646-115180318-115180355-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-12-19,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",2,2646-115067318-115067319-VCU-016-MER-AU-14-641-01072011-15042012-0,,2019-02-20,MEFL,Retirement for Person or Organization,MEFL Christmas Party 2018
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",7,2646-115180356-115180362-VCU-016-MER-AU-14-641-01072011-15042012-0,,2018-03-26,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",5,2646-115176445-115176449-VCU-016-MER-AU-14-641-01072011-15042012-0,,2018-04-23,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",89,2646-115176450-115176538-VCU-016-MER-AU-14-641-01072011-15042012-0,,2018-04-23,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",25,2646-115176539-115176563-VCU-016-MER-AU-14-641-01072011-15042012-0,,2018-08-14,Pangolin,Retirement for Person or Organization,Retired on behalf of Hatched for CY2017
