Issuance Date,Sustainable Development Goals,Vintage Start,Vintage End,ID,Name,Country/Area,Project Type,Methodology,Total Vintage Quantity,Quantity Issued,Serial Number,Additional Certifications,Retirement/Cancellation Date,Retirement Beneficiary,Retirement Reason,Retirement Details
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",294,2646-115116751-115117044-VCU-016-MER-AU-14-641-01072011-15042012-0,,2018-06-29,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",100,2646-115176564-115176663-VCU-016-MER-AU-14-641-01072011-15042012-0,,2018-09-04,Pangolin,NCOS Programme,Retired on behalf of Oak Flats Bowling Club's NCOS Emissions for FY2017/18
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",20,2646-115176664-115176683-VCU-016-MER-AU-14-641-01072011-15042012-0,,2018-10-16,Pangolin,Retirement for Person or Organization,Retired on behalf of Trinity College student offsetting program 2018
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",2,2646-115176684-115176685-VCU-016-MER-AU-14-641-01072011-15042012-0,,2019-02-18,Pangolin,Retirement for Person or Organization,Retired on behalf of Clearpoint Counsel for FY17/18
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",49,2646-115176686-115176734-VCU-016-MER-AU-14-641-01072011-15042012-0,,2019-03-26,Pangolin,Retirement for Person or Organization,Retired on behalf of Donato Environmental Services for CY2018 : Ref: Donato2018
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",1,2646-115067320-115067320-VCU-016-MER-AU-14-641-01072011-15042012-0,,2022-02-06,APHIDS,Retirement for Person or Organization,Retire on behalf of APHIDS 2020
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",128,2646-115176735-115176862-VCU-016-MER-AU-14-641-01072011-15042012-0,,2019-04-16,Pangolin,Environmental Benefit,Retired on behalf of Trinity College student offsetting program 2019
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",412,2646-115101684-115102095-VCU-016-MER-AU-14-641-01072011-15042012-0,,2018-09-26,Zoos Victoria,Other,Retired for Zoos Victoria’s Carbon Neutral program
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",655,2646-115116096-115116750-VCU-016-MER-AU-14-641-01072011-15042012-0,,2018-04-06,,Other,Retired on behalf of Rally Australia for WRC 2016
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","5,417",2646-115180363-115185779-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-03-16,,Other,Retired on behalf of Falls Festival patrons for the 2016/17 events
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","3,892",2646-115185780-115189671-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-03-16,,Other,Retired on behalf of Falls Festival patrons for the 2016/17 events
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",29,2646-115189672-115189700-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-03-16,,Other,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",60,2646-115189701-115189760-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-03-16,,Other,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",367,2646-115189761-115190127-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-05-18,,Other,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",102,2646-115190128-115190229-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-06-12,,Other,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",423,2646-115190230-115190652-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-07-19,,Other,Retired on behalf of clients for websales
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",274,2646-115190653-115190926-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-07-28,,Other,Retired on behalf of Challenger for 2016/17 operational emissions
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",48,2646-115190927-115190974-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-08-03,,Other,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",580,2646-115190975-115191554-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-08-03,,Other,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",808,2646-115191555-115192362-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-09-25,,,
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",146,2646-115192363-115192508-VCU-016-MER-AU-14-641-01072011-15042012-0,,2018-09-26,Zoos Victoria,Other,Retired for Zoos Victoria’s Carbon Neutral program
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",601,2646-115135262-115135862-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-06-30,,Other,Retired on behalf of Rally Australia
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",102,2646-115170863-115170964-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-06-30,,Other,Retired on behalf of Rally Australia
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",500,2646-115170965-115171464-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-09-30,,Other,As part offset for Moonee Valley City Council operations - financial year 2017-18
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",30,2646-115171465-115171494-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-02-24,,Other,Retired on behalf of Crown Melbourne to offset FY 2016 greenhouse gas emissions
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","4,368",2646-115171495-115175862-VCU-016-MER-AU-14-641-01072011-15042012-0,,2017-07-21,,Other,Emissions Offset; Climate Friendly Clients (CY2016)
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","6,908",2646-115135863-115142770-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-10-07,,Other,Emissions Offset: Climate Friendly Clients (CY2014)
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","3,092",2646-115142771-115145862-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-06-09,,Other,Emissions Offset; Climate Friendly Clients (2015)
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","5,840",2646-115145863-115151702-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-10-22,,Other,Retired on behalf of Zoos Victoria to offset operational emissions for FY14/15.
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","3,500",2646-115151703-115155202-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-01-27,,Other,Retired on behalf of City of Whittlesea for their 2015 operational emissions
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",26,2646-115155203-115155228-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-01-27,,Other,Retired on behalf of Republica Coffee for carbon neutrality under NCOS for FY 2014-15
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",634,2646-115155229-115155862-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-06-09,,Other,Emissions Offset; Climate Friendly Clients (2015)
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","15,000",2646-115155863-115170862-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-06-09,,Other,Emissions Offset; Climate Friendly Clients (2015)
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","4,749",2646-115192509-115197257-VCU-016-MER-AU-14-641-01072011-15042012-0,,2013-06-21,,Other,Retired on behalf of Insurance Australia Group (1 July 2013 – 30 June 2014)
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",332,2646-115197258-115197589-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-08-26,,Other,Emissions Offset: Climate Friendly Clients (CY2013)
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",964,2646-115197590-115198553-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-12-22,,Other,Retired on behalf of Banyule City Council for council building electricity usage 2014
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",673,2646-115198554-115199226-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-01-29,,Other,CBRE carbon neutrality 2013 under NCOS; CBRE Pty Ltd
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","5,000",2646-115054851-115059850-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-08-26,,Other,Emissions Offset: Climate Friendly Clients (CY2013)
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","5,960",2646-115117045-115123004-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-11-10,,Other,Retired on behalf of Zoos Victoria to offset operational emissions for FY13/14
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","3,120",2646-115123005-115126124-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-11-24,,Other,Credits retired on behalf of City of Whittlesea for reducing carbon footprint
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",354,2646-115126125-115126478-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-02-24,,Other,"Retired on behalf of VicSuper to offset FY 2013-2014 greenhouse gas emissions (scopes 1, 2 and 3) totalling 1,060 tonnes"
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","3,500",2646-115126479-115129978-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-03-18,,Other,Retired on behalf of City of Whittlesea for their 2014 operational emissions
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","1,000",2646-115130863-115131862-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-04-08,,Other,Retired on behalf of City of Whittlesea for FY14/15 Greenhouse gas emissions
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","1,100",2646-115132725-115133824-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-07-15,,Other,Retired on behalf of City of Whittlesea for FY14/15 Greenhouse gas emissions
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",720,2646-115133825-115134544-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-11-16,,Other,CBRE carbon neutrality under NCOS; CBRE Pty Ltd
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",1,2646-115134545-115134545-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-06-09,,Other,Emissions Offset; Climate Friendly Clients (2015)
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",500,2646-115134546-115135045-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-11-19,,Other,Retired on behalf of Clayton Utz to offset FY2014-2015 AusLSA reported greenhouse gas emissions
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",79,2646-115135046-115135124-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-12-23,,Other,Retired on behalf of Crown Melbourne to offset FY 2014-2015 greenhouse gas emissions
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",137,2646-115135125-115135261-VCU-016-MER-AU-14-641-01072011-15042012-0,,2016-06-09,,Other,Emissions Offset; Climate Friendly Clients (2015)
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582","10,000",2646-115102096-115112095-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-11-27,,Other,Retired on behalf of Synergy for its EarthFriendly customers
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",318,2646-115112096-115112413-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-02-06,,Other,Destination NSW operational emission offsets for 2014
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",9,2646-115112414-115112422-VCU-016-MER-AU-14-641-01072011-15042012-0,,2015-02-09,,Other,CBRE carbon neutrality 2013 under NCOS; CBRE Pty Ltd
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",22,2646-115091851-115091872-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-02-17,,Other,Retired on behalf of Republica Coffee for carbon neutrality under NCOS for FY 2012-13
2013-01-14,,2011-07-01,2012-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"144,582",650,2646-115091873-115092522-VCU-016-MER-AU-14-641-01072011-15042012-0,,2014-03-20,,Other,Credits retired on behalf of City of Whittlesea for reducing carbon footprint
